"","VehicleID","Hour","Minute","Second","mmlat","mmlon","base_lat","base_lon","lane_no","fixedlaneNo","fixedlat","fixedlon","fixedKP","kp_dist","incrementCounter","PositionConfidence","Speed","Heading","Acceleration","TransmissionState","VehicleStatusOption.AdaptiveCruiseControlStatus","VehicleStatusOption.CooperativeAdaptiveCruiseControlStatus","VehicleStatusOption.AntilockBrakeSystem","draftLaneNo","draftDs","changed"
"12",4411643,7,45,24.458,35.1175849597408,136.92153798578,35.1175833,136.9215222,2,2,35.1175849597408,136.92153798578,0,3.73018673791754,138,12,18.78,352.3,0.03,2,3,2,"false",2,1.44760216386454,0
"13",4411643,7,45,24.566,35.1176043340295,136.92153494124,35.1176027,136.9215194,2,2,35.1176043340295,136.92153494124,0,3.72801468765356,139,12,18.82,352.3,0.05,2,3,2,"false",2,1.42517679199979,0
"14",4411643,7,45,24.659,35.1176210522032,136.921532314089,35.1176194,136.9215166,2,2,35.1176210522032,136.921532314089,0,3.72614041426586,140,12,18.83,352.4,0.06,2,3,2,"false",2,1.44102730770419,0
"15",4411643,7,45,24.755,35.1176350158873,136.921530119788,35.1176333,136.9215138,2,2,35.1176350158873,136.921530119788,0,3.72457494652398,141,12,18.86,352.4,0.07,2,3,2,"false",2,1.49657135456194,0
"16",4411643,7,45,24.865,35.1176543798323,136.921527076869,35.1176527,136.9215111,2,2,35.1176543798323,136.921527076869,0,3.72240405586528,142,12,18.8,352.5,0.07,2,3,2,"false",2,1.46512441481503,0
"17",4411643,7,45,24.961,35.1176710980057,136.921524449716,35.1176694,136.9215083,2,2,35.1176710980057,136.921524449716,0,3.72052978249638,143,12,18.81,352.6,-0.02,2,3,2,"false",2,1.48097461877749,0
"18",4411643,7,45,25.169,35.1177008825226,136.921482713968,35.1177027,136.9215,1,2,35.1177047152456,136.921519166979,0,3.71414662334736,145,12,18.86,352.7,0.04,2,3,2,"false",2,1.75766548044222,0
"19",4411643,7,45,25.259,35.1177183893178,136.921517018183,35.1177166,136.9215,2,2,35.1177183893178,136.921517018183,0,3.71522795641561,146,12,18.85,352.8,0.07,2,3,2,"false",2,1.56061468740093,0
"20",4411643,7,45,25.355,35.1177351074907,136.921514391026,35.1177333,136.9214972,2,2,35.1177351074907,136.921514391026,0,3.71335368306974,147,12,18.8,352.8,0.08,2,3,2,"false",2,1.57646448029469,0
"21",4411643,7,45,25.469,35.117753693156,136.921474415102,35.1177555,136.9214916,1,2,35.117757525879,136.921510868113,0,3.70822602645978,148,12,18.83,352.9,-0.01,2,3,2,"false",2,1.76693860387895,0
"22",4411643,7,45,25.565,35.1177709103395,136.921508764825,35.1177694,136.9214944,2,2,35.1177709103395,136.921508764825,0,3.70933982785391,149,12,18.8,352.9,0.04,2,3,2,"false",2,1.31729352284847,0
"23",4411643,7,45,25.658,35.117787628512,136.921506137664,35.1177861,136.9214916,2,2,35.117787628512,136.921506137664,0,3.70746555452924,150,12,18.85,353,0.01,2,3,2,"false",2,1.33314304680607,0
"24",4411643,7,45,25.766,35.1178042483099,136.921503525961,35.1178027,136.9214888,2,2,35.1178042483099,136.921503525961,0,3.70560230998079,151,12,18.83,353.1,0.04,2,3,2,"false",2,1.35041010254359,0
"25",4411643,7,45,25.862,35.117820956139,136.921500900423,35.1178194,136.9214861,2,2,35.117820956139,136.921500900423,0,3.70372919625107,152,12,18.84,353.1,0.01,2,3,2,"false",2,1.35723820383365,0
"26",4411643,7,45,25.958,35.1178403304258,136.921497855865,35.1178388,136.9214833,2,2,35.1178403304258,136.921497855865,0,3.70155714608868,153,12,18.83,353,0.06,2,3,2,"false",2,1.33481131408801,0
"27",4411643,7,45,26.063,35.1178598030871,136.921494795847,35.1178583,136.9214805,2,2,35.1178598030871,136.921494795847,0,3.6993740671642,154,12,18.85,353,0.05,2,3,2,"false",2,1.310966670991,0
"28",4411643,7,45,26.159,35.1178765282898,136.921492166573,35.117875,136.9214777,2,2,35.1178765282898,136.921492166573,0,3.69749899400237,155,12,18.86,353,0.07,2,3,2,"false",2,1.32672547613627,0
"29",4411643,7,45,26.256,35.117893136495,136.921489544242,35.1178916,136.921475,2,2,35.117893136495,136.921489544242,0,3.69563690443806,156,12,18.85,353,0.04,2,3,2,"false",2,1.33384819215477,0
"30",4411643,7,45,26.364,35.1179126075116,136.92148646989,35.1179111,136.9214722,2,2,35.1179126075116,136.92148646989,0,3.69345384030841,157,12,18.82,353,0.02,2,3,2,"false",2,1.30868709056262,0
"31",4411643,7,45,26.464,35.1179292261075,136.921483845915,35.1179277,136.9214694,2,2,35.1179292261075,136.921483845915,0,3.69159058573752,158,12,18.83,353,0,2,3,2,"false",2,1.32483009706083,0
"32",4411643,7,45,26.56,35.1179459430626,136.92148120641,35.1179444,136.9214666,2,2,35.1179459430626,136.92148120641,0,3.68971630325718,159,12,18.86,353,0.02,2,3,2,"false",2,1.33954871659122,0
"33",4411643,7,45,26.67,35.1179653157195,136.921478147584,35.1179638,136.9214638,2,2,35.1179653157195,136.921478147584,0,3.68754426706516,160,12,18.86,353,0.03,2,3,2,"false",2,1.31581155581846,0
"34",4411643,7,45,26.766,35.1179820222833,136.921475509716,35.1179805,136.9214611,2,2,35.1179820222833,136.921475509716,0,3.68567114961884,161,12,18.86,353,0.03,2,3,2,"false",2,1.32150946078701,0
"35",4411643,7,45,26.861,35.1179987392381,136.921472870208,35.1179972,136.9214583,2,2,35.1179987392381,136.921472870208,0,3.68379686715931,162,12,18.83,353,-0.01,2,3,2,"false",2,1.33622775941837,0
"36",4411643,7,45,26.969,35.1180153578334,136.921470246228,35.1180138,136.9214555,2,2,35.1180153578334,136.921470246228,0,3.68193361262037,163,12,18.84,353,-0.02,2,3,2,"false",2,1.35237023974116,0
"37",4411643,7,45,27.067,35.1180320747879,136.921467606717,35.1180305,136.9214527,2,2,35.1180320747879,136.921467606717,0,3.68005933017216,164,12,18.85,353,0,2,3,2,"false",2,1.36708832880585,0
"38",4411643,7,45,27.163,35.1180487813513,136.921464968845,35.1180472,136.92145,2,2,35.1180487813513,136.921464968845,0,3.67818621275273,165,12,18.86,352.9,0.01,2,3,2,"false",2,1.37278582630053,0
"39",4411643,7,45,27.267,35.1180651089993,136.921462390801,35.1180638,136.92145,2,2,35.1180651089993,136.921462390801,0,3.6763555788175,166,12,18.86,352.9,-0.02,2,3,2,"false",2,1.13635438328547,0
"40",4411643,7,45,27.363,35.1180818259535,136.921459751287,35.1180805,136.9214472,2,2,35.1180818259535,136.921459751287,0,3.67448129639048,167,12,18.81,352.9,0.05,2,3,2,"false",2,1.15107221015674,0
"41",4411643,7,45,27.457,35.1180985429075,136.921457111771,35.1180972,136.9214444,2,2,35.1180985429075,136.921457111771,0,3.67260701396734,168,12,18.83,352.9,0,2,3,2,"false",2,1.16578993778157,0
"42",4411643,7,45,27.565,35.1181176246163,136.921454098873,35.1181166,136.9214444,2,2,35.1181176246163,136.921454098873,0,3.6704675984196,169,12,18.85,352.8,-0.05,2,3,2,"false",2,0.88947837077374,0
"43",4411643,7,45,27.659,35.1181343415701,136.921451459355,35.1181333,136.9214416,2,2,35.1181343415701,136.921451459355,0,3.66859331601077,170,12,18.86,352.8,-0.02,2,3,2,"false",2,0.904195934972838,0
"44",4411643,7,45,27.755,35.1181510585238,136.921448819836,35.11815,136.9214388,2,2,35.1181510585238,136.921448819836,0,3.66671903361007,171,12,18.86,352.8,0.02,2,3,2,"false",2,0.918913392278079,0
"45",4411643,7,45,27.866,35.1181676667271,136.921446197488,35.1181666,136.9214361,2,2,35.1181676667271,136.921446197488,0,3.66485694414993,172,12,18.88,352.8,0.01,2,3,2,"false",2,0.926034557919061,0
"46",4411643,7,45,27.962,35.1181846746275,136.921443512028,35.1181833,136.9214305,2,2,35.1181846746275,136.921443512028,0,3.66295004118008,173,12,18.86,352.8,0.06,2,3,2,"false",2,1.19332504190345,0
"47",4411643,7,45,28.057,35.1182013915809,136.921440872506,35.1182,136.9214277,2,2,35.1182013915809,136.921440872506,0,3.66107575879642,174,12,18.86,352.8,-0.02,2,3,2,"false",2,1.20804213571177,0
"48",4411643,7,45,28.165,35.1182207538448,136.921437815301,35.1182194,136.921425,2,2,35.1182207538448,136.921437815301,0,3.65890488773797,175,12,18.83,352.8,0,2,3,2,"false",2,1.17528286903664,0
"49",4411643,7,45,28.259,35.1182374707979,136.921435175777,35.1182361,136.9214222,2,2,35.1182374707979,136.921435175777,0,3.65703060536668,176,12,18.82,352.8,-0.01,2,3,2,"false",2,1.1899997441218,0
"50",4411643,7,45,29.261,35.1184066892174,136.921408456963,35.1184055,136.9213972,2,2,35.1184066892174,136.921408456963,0,3.63805806269049,186,12,18.66,352.6,-0.22,2,3,2,"false",2,1.03236634148802,0
"51",4411643,7,45,29.369,35.1184262092662,136.921405302801,35.118425,136.9213944,2,2,35.1184262092662,136.921405302801,0,3.63586864120228,187,12,18.66,352.5,-0.15,2,3,2,"false",2,1.0007247626302,0
"52",4411643,7,45,29.558,35.1184595179516,136.92139978111,35.1184583,136.9213888,2,2,35.1184595179516,136.92139978111,0,3.63213098408644,189,12,18.61,352.5,-0.23,2,3,2,"false",2,1.00791200710465,0
"53",4411643,7,45,29.669,35.1184762105004,136.921397013929,35.118475,136.9213861,2,2,35.1184762105004,136.921397013929,0,3.63025786832109,190,12,18.58,352.5,-0.2,2,3,2,"false",2,1.00174553703173,0
"54",4411643,7,45,29.765,35.1184928157455,136.921394261219,35.1184916,136.9213833,2,2,35.1184928157455,136.921394261219,0,3.62839454911802,191,12,18.56,352.5,-0.19,2,3,2,"false",2,1.00608594999444,0
"55",4411643,7,45,29.853,35.1185095191851,136.921391492231,35.1185083,136.9213805,2,2,35.1185095191851,136.921391492231,0,3.62652021124453,192,12,18.56,352.5,-0.18,2,3,2,"false",2,1.00893215786698,0
"56",4411643,7,45,29.961,35.1185288738773,136.921388283733,35.1185277,136.9213777,2,2,35.1185288738773,136.921388283733,0,3.62434836918513,193,12,18.55,352.5,-0.23,2,3,2,"false",2,0.971437603405895,0
"57",4411643,7,45,30.058,35.1185455664255,136.921385516548,35.1185444,136.921375,2,2,35.1185455664255,136.921385516548,0,3.62247525344873,194,12,18.49,352.5,-0.18,2,3,2,"false",2,0.965270715916386,0
"58",4411643,7,45,30.154,35.1185595204175,136.921383203342,35.1185583,136.9213722,2,2,35.1185595204175,136.921383203342,0,3.62090943846716,195,12,18.46,352.5,-0.22,2,3,2,"false",2,1.00995138725426,0
"59",4411643,7,45,30.261,35.1185788751092,136.92137999484,35.1185777,136.9213694,2,2,35.1185788751092,136.92137999484,0,3.6187375964302,196,12,18.46,352.5,-0.19,2,3,2,"false",2,0.972456493103434,0
"60",4411643,7,45,30.357,35.1185955785482,136.921377225846,35.1185944,136.9213666,2,2,35.1185955785482,136.921377225846,0,3.61686325859616,197,12,18.48,352.5,-0.18,2,3,2,"false",2,0.975302176723792,0
"61",4411643,7,45,30.458,35.118612281987,136.921374456851,35.1186111,136.9213638,2,2,35.118612281987,136.921374456851,0,3.61498892076778,198,12,18.46,352.5,-0.17,2,3,2,"false",2,0.978147755123673,0
"62",4411643,7,45,30.566,35.1186288763401,136.921371705938,35.1186277,136.9213611,2,2,35.1186288763401,136.921371705938,0,3.61312682373848,199,12,18.46,352.5,-0.16,2,3,2,"false",2,0.973474461835195,0
"63",4411643,7,45,30.661,35.1186455797786,136.92136893694,35.1186444,136.9213583,2,2,35.1186455797786,136.92136893694,0,3.61125248592401,200,12,18.45,352.4,-0.09,2,3,2,"false",2,0.976319833164394,0
"64",4411643,7,45,30.757,35.1186622832171,136.921366167941,35.1186611,136.9213555,2,2,35.1186622832171,136.921366167941,0,3.60937814811667,201,12,18.44,352.4,-0.08,2,3,2,"false",2,0.97916509769076,0
"65",4411643,7,45,30.87,35.1186788884609,136.921363415219,35.1186777,136.9213527,2,2,35.1186788884609,136.921363415219,0,3.60751482899112,202,12,18.46,352.4,-0.11,2,3,2,"false",2,0.983504362541055,0
"66",4411643,7,45,30.966,35.118695581008,136.921360648023,35.1186944,136.92135,2,2,35.118695581008,136.921360648023,0,3.60564171331459,203,12,18.4,352.4,-0.07,2,3,2,"false",2,0.97733656347776,0
"67",4411643,7,45,31.054,35.118712284446,136.921357879021,35.1187111,136.9213472,2,2,35.118712284446,136.921357879021,0,3.60376737552626,204,12,18.4,352.4,-0.1,2,3,2,"false",2,0.980181515524714,0
"68",4411643,7,45,31.162,35.1187316391364,136.921354670508,35.1187305,136.9213444,2,2,35.1187316391364,136.921354670508,0,3.60159553356685,205,12,18.44,352.4,-0.06,2,3,2,"false",2,0.942685603859391,0
"69",4411643,7,45,31.262,35.1187455931273,136.921352357291,35.1187444,136.9213416,2,2,35.1187455931273,136.921352357291,0,3.60002971864747,206,12,18.43,352.4,-0.01,2,3,2,"false",2,0.987365216089925,0
"70",4411643,7,45,31.358,35.118762296565,136.921349588286,35.1187611,136.9213388,2,2,35.118762296565,136.921349588286,0,3.59815538088225,207,12,18.42,352.4,0,2,3,2,"false",2,0.990209856756067,0
"71",4411643,7,45,31.469,35.1187816403639,136.921346381574,35.1187805,136.9213361,2,2,35.1187816403639,136.921346381574,0,3.59598476106263,208,12,18.43,352.4,-0.03,2,3,2,"false",2,0.943700761037832,0
"72",4411643,7,45,31.565,35.1187983438013,136.921343612566,35.1187972,136.9213333,2,2,35.1187983438013,136.921343612566,0,3.59411042331213,209,12,18.41,352.4,0,2,3,2,"false",2,0.946545189647891,0
"73",4411643,7,45,31.658,35.118814949044,136.921340859835,35.1188138,136.9213305,2,2,35.118814949044,136.921340859835,0,3.59224710424321,210,12,18.41,352.4,-0.04,2,3,2,"false",2,0.950883613596476,0
"74",4411643,7,45,31.766,35.1188316524812,136.921338090825,35.1188305,136.9213277,2,2,35.1188316524812,136.921338090825,0,3.5903727665045,211,12,18.42,352.4,-0.07,2,3,2,"false",2,0.953727831389074,0
"75",4411643,7,45,31.859,35.1188483450272,136.921335323619,35.1188472,136.921325,2,2,35.1188483450272,136.921335323619,0,3.58849965089352,212,12,18.43,352.4,0,2,3,2,"false",2,0.947559104661158,0
"76",4411643,7,45,31.955,35.1188649502696,136.921332570884,35.1188638,136.9213222,2,2,35.1188649502696,136.921332570884,0,3.58663633184199,213,12,18.45,352.4,-0.02,2,3,2,"false",2,0.951897222136591,0
"77",4411643,7,45,32.062,35.1188816537064,136.921329801871,35.1188805,136.9213194,2,2,35.1188816537064,136.921329801871,0,3.58476199412498,214,12,18.41,352.4,-0.03,2,3,2,"false",2,0.954741127748541,0
"78",4411643,7,45,32.158,35.1188983571431,136.921327032856,35.1188972,136.9213166,2,2,35.1188983571431,136.921327032856,0,3.58288765641711,215,12,18.41,352.5,0.01,2,3,2,"false",2,0.957584929378635,0
"79",4411643,7,45,32.264,35.1189149623851,136.921324280118,35.1189138,136.9213138,2,2,35.1189149623851,136.921324280118,0,3.5810243373866,216,12,18.43,352.5,-0.01,2,3,2,"false",2,0.961922731082121,0
"80",4411643,7,45,32.372,35.1189344043772,136.921321057116,35.1189333,136.9213111,2,2,35.1189344043772,136.921321057116,0,3.57884269896803,217,12,18.41,352.5,0.02,2,3,2,"false",2,0.913918530983569,0
"81",4411643,7,45,32.462,35.1189483583668,136.921318743889,35.1189472,136.9213083,2,2,35.1189483583668,136.921318743889,0,3.57727688412101,218,12,18.43,352.5,-0.03,2,3,2,"false",2,0.958596989534218,0
"82",4411643,7,45,32.558,35.1189649636084,136.921315991148,35.1189638,136.9213055,2,2,35.1189649636084,136.921315991148,0,3.57541356511177,219,12,18.37,352.5,0.01,2,3,2,"false",2,0.962934483480962,0
"83",4411643,7,45,32.669,35.1189844164912,136.921312766336,35.1189833,136.9213027,2,2,35.1189844164912,136.921312766336,0,3.57323070460028,220,12,18.38,352.6,-0.03,2,3,2,"false",2,0.923942769893791,0
"84",4411643,7,45,32.765,35.1190083552214,136.921308797879,35.1190083,136.9213083,2,2,35.1190083552214,136.921308797879,0,3.57054447500599,221,12,18.41,352.6,-0.07,2,3,2,"false",2,0.045698027651493,0
"85",4411643,7,45,32.858,35.1190250586572,136.921306028856,35.119025,136.9213055,2,2,35.1190250586572,136.921306028856,0,3.56867013734906,222,12,18.41,352.6,-0.03,2,3,2,"false",2,0.048541223804448,0
"86",4411643,7,45,32.966,35.1190444133449,136.921302820318,35.1190444,136.9213027,2,2,35.1190444133449,136.921302820318,0,3.56649829553578,223,12,18.41,352.6,0.03,2,3,2,"false",2,0.0110434275700398,0
"87",4411643,7,45,33.062,35.1190583564426,136.92130050889,35.1190583,136.9213,2,2,35.1190583564426,136.92130050889,0,3.56493370284896,224,12,18.39,352.7,-0.04,2,3,2,"false",2,0.0467085957243084,0
"88",4411643,7,45,33.158,35.119075059878,136.921297739863,35.119075,136.9212972,2,2,35.119075059878,136.921297739863,0,3.56305936521254,225,12,18.39,352.7,-0.03,2,3,2,"false",2,0.0495514840100091,0
"89",4411643,7,45,33.262,35.1190916651187,136.921294987113,35.1190916,136.9212944,2,2,35.1190916651187,136.921294987113,0,3.56119604625796,226,12,18.4,352.7,-0.01,2,3,2,"false",2,0.0538883743452756,0
"90",4411643,7,45,33.358,35.1191083685538,136.921292218085,35.1191083,136.9212916,2,2,35.1191083685538,136.921292218085,0,3.55932170863643,227,12,18.4,352.7,0.01,2,3,2,"false",2,0.056731056392901,0
"91",4411643,7,45,33.463,35.1191277232408,136.92128900954,35.1191277,136.9212888,2,2,35.1191277232408,136.92128900954,0,3.55714986686242,228,12,18.38,352.7,0.01,2,3,2,"false",2,0.0192326956626056,0
"92",4411643,7,45,33.571,35.1191447207348,136.921286191761,35.1191444,136.9212833,2,2,35.1191447207348,136.921286191761,0,3.5552425320779,229,12,18.4,352.7,-0.05,2,3,2,"false",2,0.265420926577242,0
"93",4411643,7,45,33.759,35.1191780294096,136.921280669973,35.1191777,136.9212777,2,2,35.1191780294096,136.921280669973,0,3.55150487555758,231,12,18.4,352.7,-0.05,2,3,2,"false",2,0.272599544712231,0
"94",4411643,7,45,33.863,35.119194721953,136.921277902744,35.1191944,136.921275,2,2,35.119194721953,136.921277902744,0,3.54963176008955,232,12,18.4,352.7,-0.01,2,3,2,"false",2,0.266428840277932,0
"95",4411643,7,45,33.959,35.1192089808912,136.921275538948,35.1192083,136.9212694,2,2,35.1192089808912,136.921275538948,0,3.54803172603383,233,12,18.4,352.7,-0.03,2,3,2,"false",2,0.563464298653118,0
"96",4411643,7,45,34.062,35.1192256843255,136.921272769911,35.119225,136.9212666,2,2,35.1192256843255,136.921272769911,0,3.546157388461,234,12,18.38,352.8,0.01,2,3,2,"false",2,0.566306145850262,0
"97",4411643,7,45,34.17,35.1192450390114,136.921269561358,35.1192444,136.9212638,2,2,35.1192450390114,136.921269561358,0,3.54398554674501,235,12,18.37,352.8,0,2,3,2,"false",2,0.528806882271282,0
"98",4411643,7,45,34.263,35.1192617315543,136.921266794124,35.1192611,136.9212611,2,2,35.1192617315543,136.921266794124,0,3.54211243130434,236,12,18.36,352.8,-0.03,2,3,2,"false",2,0.522635717511206,0
"99",4411643,7,45,34.359,35.1192729360955,136.921264936672,35.1192722,136.9212583,2,2,35.1192729360955,136.921264936672,0,3.54085513939119,237,12,18.35,352.8,-0.11,2,3,2,"false",2,0.609147506132074,0
"100",4411643,7,45,34.469,35.1192895413348,136.921262183909,35.1192888,136.9212555,2,2,35.1192895413348,136.921262183909,0,3.53899182051562,238,12,18.36,352.8,-0.07,2,3,2,"false",2,0.613483060843672,0
"101",4411643,7,45,34.565,35.1193062447684,136.921259414867,35.1193055,136.9212527,2,2,35.1193062447684,136.921259414867,0,3.5371174829771,239,12,18.37,352.8,-0.03,2,3,2,"false",2,0.616324396932518,0
"102",4411643,7,45,34.658,35.1193229373108,136.921256647629,35.1193222,136.92125,2,2,35.1193229373108,136.921256647629,0,3.53524436756302,240,12,18.36,352.7,-0.02,2,3,2,"false",2,0.610152841166346,0
"103",4411643,7,45,34.766,35.1193395425497,136.921253894863,35.1193388,136.9212472,2,2,35.1193395425497,136.921253894863,0,3.5333810487083,241,12,18.36,352.7,-0.01,2,3,2,"false",2,0.614488076953485,0
"104",4411643,7,45,34.862,35.1193559410326,136.921251176371,35.1193555,136.9212472,2,2,35.1193559410326,136.921251176371,0,3.53154093049425,242,12,18.36,352.7,-0.02,2,3,2,"false",2,0.364971191997213,0
"105",4411643,7,45,35.061,35.1193892497042,136.921245654555,35.1193888,136.9212416,2,2,35.1193892497042,136.921245654555,0,3.52780327415002,244,12,18.38,352.7,0,2,3,2,"false",2,0.37214714751165,0
"106",4411643,7,45,35.258,35.1194226456788,136.921240118261,35.1194222,136.9212361,2,2,35.1194226456788,136.921240118261,0,3.52405582127652,246,12,18.36,352.7,-0.01,2,3,2,"false",2,0.368815799481786,0
"107",4411643,7,45,35.366,35.1194420003631,136.921236909692,35.1194416,136.9212333,2,2,35.1194420003631,136.921236909692,0,3.52188397965558,247,12,18.36,352.7,0,2,3,2,"false",2,0.331315258446561,0
"108",4411643,7,45,35.459,35.1194559543494,136.921234596436,35.1194555,136.9212305,2,2,35.1194559543494,136.921234596436,0,3.52031816498759,248,12,18.34,352.7,-0.07,2,3,2,"false",2,0.375990920727813,0
"109",4411643,7,45,35.555,35.1194726577818,136.921231827383,35.1194722,136.9212277,2,2,35.1194726577818,136.921231827383,0,3.51844382751771,249,12,18.36,352.7,0,2,3,2,"false",2,0.378831269020638,0
"110",4411643,7,45,35.665,35.1194919949357,136.921228658398,35.1194916,136.921225,2,2,35.1194919949357,136.921228658398,0,3.51627439542396,250,12,18.33,352.7,-0.06,2,3,2,"false",2,0.335625828558144,0
"111",4411643,7,45,35.761,35.1195087061193,136.921225961995,35.1195083,136.9212222,2,2,35.1195087061193,136.921225961995,0,3.51440007991213,251,12,18.33,352.7,-0.01,2,3,2,"false",2,0.345129848797031,0
"112",4411643,7,45,35.861,35.1195254173028,136.921223265591,35.119525,136.9212194,2,2,35.1195254173028,136.921223265591,0,3.51252576440829,252,12,18.36,352.7,-0.04,2,3,2,"false",2,0.354633764618514,0
"113",4411643,7,45,35.969,35.1195447822611,136.92122014099,35.1195444,136.9212166,2,2,35.1195447822611,136.92122014099,0,3.51035380323278,253,12,18.27,352.7,-0.08,2,3,2,"false",2,0.324854412088194,0
"114",4411643,7,45,36.059,35.1195614934443,136.921217444583,35.1195611,136.9212138,2,2,35.1195614934443,136.921217444583,0,3.50847948774299,254,12,18.3,352.7,-0.05,2,3,2,"false",2,0.334358110512842,0
"115",4411643,7,45,36.155,35.1195751554706,136.921215240167,35.119575,136.9212138,2,2,35.1195751554706,136.921215240167,0,3.50694716371186,255,12,18.31,352.7,-0.05,2,3,2,"false",2,0.132122533094347,0
"116",4411643,7,45,36.262,35.119594509818,136.921212117274,35.1195944,136.9212111,2,2,35.119594509818,136.921212117274,0,3.50477639262506,0,12,18.3,352.7,-0.03,2,3,2,"false",2,0.0933258621800048,0
"117",4411643,7,45,36.358,35.1196115180948,136.921209372927,35.1196111,136.9212055,2,2,35.1196115180948,136.921209372927,0,3.50286875529005,1,12,18.26,352.6,-0.09,2,3,2,"false",2,0.355306471518072,0
"118",4411643,7,45,36.457,35.1196278338957,136.921206740313,35.1196277,136.9212055,2,2,35.1196278338957,136.921206740313,0,3.50103878560511,2,12,18.23,352.6,-0.08,2,3,2,"false",2,0.113787569531324,0
"119",4411643,7,45,36.565,35.1196472971411,136.921203599845,35.1196472,136.9212027,2,2,35.1196472971411,136.921203599845,0,3.49885580056289,3,12,18.23,352.6,-0.13,2,3,2,"false",2,0.0825526643155962,0
"120",4411643,7,45,36.665,35.1196641965191,136.921200873065,35.1196638,136.9211972,2,2,35.1196641965191,136.921200873065,0,3.49696037722806,4,12,18.24,352.6,-0.1,2,3,2,"false",2,0.336970689770196,0
"121",4411643,7,45,36.761,35.1196836597641,136.921197732594,35.1196833,136.9211944,2,2,35.1196836597641,136.921197732594,0,3.49477739220505,5,12,18.21,352.6,-0.09,2,3,2,"false",2,0.305735490567099,0
"122",4411643,7,45,36.965,35.1197169838406,136.921192355621,35.1197166,136.9211888,2,2,35.1197169838406,136.921192355621,0,3.49103978525227,7,12,18.19,352.5,-0.13,2,3,2,"false",2,0.326196018517605,0
"123",4411643,7,45,37.058,35.1197336844121,136.921189660915,35.1197333,136.9211861,2,2,35.1197336844121,136.921189660915,0,3.48916665989538,8,12,18.19,352.5,-0.13,2,3,2,"false",2,0.326681631458452,0
"124",4411643,7,45,37.166,35.119750395594,136.921186964496,35.11975,136.9211833,2,2,35.119750395594,136.921186964496,0,3.48729234447825,9,12,18.16,352.5,-0.1,2,3,2,"false",2,0.336184171493232,0
"125",4411643,7,45,37.262,35.1197670084878,136.921184283935,35.1197666,136.9211805,2,2,35.1197670084878,136.921184283935,0,3.48542905298227,10,12,18.11,352.5,-0.11,2,3,2,"false",2,0.347141540897332,0
